0.89 0.7817109 0.7817109 0.94595337 0.9866205 0.9866205
1.89 0.95964366 0.95964366 0.98525846 0.98766834 0.98766834
2.89 0.9066284 0.9066284 0.98469085 0.99286556 0.99286556
3.89 0.98 0.98 0.99 1 1
4.89 0.73481405 0.73481405 0.9330098 0.94828933 0.94828933
5.89 0.7167115 0.7167115 0.9233792 0.96060735 0.96060735
