1 0.7817109 0.94595337 0.9866205
2 0.95964366 0.98525846 0.98766834
3 0.9066284 0.98469085 0.99286556
5 0.98 0.99 1
7 0.73481405 0.9330098 0.94828933
10 0.7167115 0.9233792 0.96060735
