# (priority) meanTasklength meanRealWCLength meanProcWorkload meanProcRatio minProcRatio
--job 327.20312 472.51562 447.5906 0.94725037 0.94725037
--job 395.875 1030.375 1005.59766 0.9759531 0.9759531
--job 214.875 592.5625 525.32654 0.88653356 0.88653356
--job 65.875 291.625 223.75 0.76725245 0.76725245
--job 246.0625 1520.625 1470.4172 0.9669821 0.9669821
--job 72.5 155.25 81.75 0.52657 0.52657
--job 120.8125 442.125 393.13202 0.8891875 0.8891875
--job 218.5 742.625 669.76404 0.9018873 0.9018873
--job 53.95703 314.77344 204.85938 0.6508153 0.6508153
--job 168.0 514.25 493.88907 0.96040654 0.96040654
--job 587.0 1141.0 1077.7367 0.9445545 0.9445545
--job 185.0 482.5 446.13907 0.92464054 0.92464054
--job 123.03125 205.72656 180.6207 0.8771091 0.76386696
--job 40.53125 131.39062 89.859375 0.6839101 0.6839101
--job 106.333336 708.25 612.7086 0.8651022 0.8651022
--job 75.171875 169.24219 130.15625 0.7673296 0.54638505
--job 17.125 180.375 161.25 0.8939709 0.8939709
--job 756.4948 20458.875 19336.385 0.94513434 0.94513434
--job 10079.164 13247.16 13061.342 0.98597294 0.98597294
--job 350.0 2515.875 2442.153 0.9706973 0.9706973
--job 40.0 154.25 113.25 0.73419774 0.73419774
--job 123.125 236.25 187.94452 0.79553235 0.79553235
--job 1405.5 2662.25 2606.5017 0.9790597 0.9790597
--job 825.0 1115.5 1045.6953 0.93742293 0.93742293
--job 1735.9943 3942.6533 3860.8838 0.97738415 0.92877424
--job 261.1006 683.7344 645.0924 0.94348395 0.94348395
--job 3078.625 6674.25 6501.7407 0.974153 0.974153
--job 211.9375 555.85156 491.55313 0.88432443 0.88432443
--job 204.25 519.5 462.88907 0.89102805 0.89102805
--job 242.75 399.09375 388.44806 0.9664408 0.9443443
--job 67.75 193.75 125.0 0.6451613 0.6451613
--job 20.21875 122.91016 101.69141 0.8273637 0.8273637
--job 309.21875 679.9375 669.9968 0.98538 0.98538
--job 82.0 181.0 173.81952 0.9603288 0.9603288
--job 59.101562 318.96875 256.8672 0.8053052 0.8053052
--job 3328.0 6747.75 6636.991 0.98358583 0.98358583
--job 171.09375 601.4375 483.7086 0.8042541 0.8042541
--job 70.3125 351.8125 278.5 0.79161483 0.79161483
--job 53.0 94.75 41.75 0.44063324 0.44063324
--job 822.1836 2659.629 2610.5505 0.98154676 0.98112476
--job 250.3125 295.0625 272.2086 0.9225455 0.9225455
--job 58.25 190.0 130.75 0.6881579 0.6881579
--job 303.875 496.625 418.2086 0.84210134 0.84210134
--job 81.828125 152.46875 146.46014 0.96059126 0.96059126
--job 88.4375 220.4375 206.81952 0.93822294 0.93822294
--job 281.40625 382.4375 352.96368 0.9110731 0.83348686
--job 2508.5 10907.625 10669.07 0.97812986 0.97745436
--job 147.48438 329.58594 255.92108 0.7764927 0.7764927
--job 379.47223 2024.3864 1975.1456 0.9756449 0.94401187
--job 287.0 514.25 452.7086 0.8803278 0.8803278
--job 262.625 551.75 513.5836 0.93082666 0.93082666
--job 34.75 242.125 205.375 0.8482189 0.8482189
--job 203.4375 436.875 383.07657 0.8768562 0.8768562
--job 461.125 772.375 763.1672 0.98807853 0.98807853
--job 15.875 129.25 112.375 0.86943907 0.86943907
--job 392.5 3099.75 2968.1257 0.9575371 0.9575371
--job 383.0 466.5 385.7781 0.8269627 0.8269627
--job 110.85156 506.6875 466.65546 0.9209926 0.9209926
--job 138.8125 263.625 199.63202 0.7572575 0.7572575
--job 5.75 376.75 367.0 0.9741208 0.9741208
--job 90.961365 5145.815 4160.3745 0.8084967 0.8084967
--job 64.125 289.5 223.375 0.7715889 0.7715889
--job 105.8125 195.375 164.38202 0.8413667 0.8413667
--job 55.296875 143.48438 87.1875 0.60764456 0.60764456
--job 109.75 276.75 240.81952 0.8701699 0.8701699
--job 29.5 271.75 254.0 0.932973 0.87666035
--job 56.375 247.25 209.31952 0.8465906 0.8465906
--job 203.0 468.75 414.38907 0.88403 0.88403
--job 733.0 1826.75 1763.1257 0.9651708 0.9651708
--job 125.25 254.375 203.94452 0.8017475 0.8017475
--job 91.109375 471.21875 437.63904 0.9287386 0.9287386
--job 130.8125 579.4375 519.4445 0.8964634 0.8964634
--job 125.1875 236.91406 186.54608 0.78739977 0.78739977
--job 74.25 142.25 68.0 0.47803164 0.47803164
--job 73.5 141.1875 67.6875 0.47941568 0.47941568
--job 104.0 524.0 490.81952 0.93667847 0.93667847
--job 153.75 429.4375 423.88202 0.98705435 0.98695153
--job 62.75 141.0 77.25 0.54787236 0.54787236
--job 9221.221 167145.86 164418.31 0.9836786 0.9788113
--job 715.5 1033.0 996.87573 0.9650298 0.9650298
--job 116.09229 238.74141 214.35966 0.87902355 0.6582517
--job 28.0 113.75 84.75 0.74505496 0.74505496
--job 66.375 192.875 158.1875 0.725286 0.4620061
--job 13.390625 130.17188 115.78125 0.88944906 0.88944906
--job 4972.75 15934.125 15673.824 0.9836639 0.9836639
--job 142.625 257.875 190.06952 0.73706067 0.73706067
