1 0.6904819 0.9220558 0.9941488
2 0.6325331 0.9529216 0.99667
3 0.8866812 0.94156384 0.993595
4 0.7634372 0.7634372 0.7634372
5 0.8283746 0.9341961 0.9939356
7 0.68023604 0.907532 0.9702922
8 1.0 NaN 0.0
9 0.8600392 0.9523788 0.9970676
10 0.76453257 0.90417576 0.9886081
11 1.0 NaN 0.0
12 1.0 NaN 0.0
