1 0.74228674 0.96427333 0.99162054
2 0.96282595 0.98810685 0.98823005
3 0.9066284 0.9864847 0.994281
4 1.0 NaN 0.0
5 0.84819406 0.94890213 0.9882654
7 0.7955262 0.950222 0.96583307
8 1.0 NaN 0.0
9 1.0 NaN 0.0
10 0.7648296 0.9384485 0.97927475
11 1.0 NaN 0.0
12 1.0 NaN 0.0
