1 0.5117559 0.8957026 0.98323125
2 0.26124197 0.93373114 0.9907605
3 0.8645387 0.9116111 0.9467783
5 0.5075155 0.9128467 0.97757196
7 0.897224 0.93376535 0.9503815
9 0.5401015 0.9242637 0.98766315
10 0.5472485 0.81564873 0.9654625
